HoursPosted,timePosted 24hr,day posted,mediatype,sentiment,likes,isAd,comments,views,ratioLikesToHoursPosted,ratioVideoViewToHoursPosted,ratioCommentsToHoursPosted,noOfHashtags,noOfMentions,noOfFollowers,noOfFollowees
479,12,Friday,GraphVideo,neutral,44573,False,6126,376702,93.05427974947808,786.4342379958247,12.789144050104385,0,0,2470992,0
479,12,Friday,GraphImage,positive,58666,False,8564,0,122.47599164926932,0,17.878914405010438,0,0,2470992,0
480,11,Friday,GraphImage,neutral,1951,True,42,0,4.064583333333333,0,0.0875,0,3,2470992,0
481,11,Friday,GraphImage,neutral,9590,False,800,0,19.93762993762994,0,1.6632016632016633,0,0,2470992,0
481,10,Friday,GraphSidecar,neutral,35297,False,7285,0,73.38253638253639,0,15.145530145530145,0,0,2470992,0
482,10,Friday,GraphSidecar,positive,10455,False,596,0,21.690871369294605,0,1.2365145228215768,1,3,2470992,0
482,9,Friday,GraphImage,negative,16556,False,1088,0,34.34854771784232,0,2.2572614107883817,0,0,2470992,0
482,9,Friday,GraphVideo,neutral,28384,False,3755,281668,58.88796680497925,584.3734439834025,7.79045643153527,0,0,2470992,0
483,8,Friday,GraphVideo,positive,3347,True,170,60027,6.929606625258799,124.27950310559007,0.35196687370600416,0,2,2470992,0
484,8,Friday,GraphImage,negative,64875,False,4564,0,134.03925619834712,0,9.429752066115702,0,0,2470992,0
484,8,Friday,GraphSidecar,negative,22445,False,4174,0,46.37396694214876,0,8.62396694214876,0,0,2470992,0
485,6,Friday,GraphSidecar,positive,6276,False,169,0,12.94020618556701,0,0.34845360824742266,1,0,2470992,0
485,6,Friday,GraphSidecar,negative,14984,False,2075,0,30.894845360824743,0,4.278350515463917,0,0,2470992,0
485,6,Friday,GraphImage,positive,35219,False,1808,0,72.61649484536082,0,3.727835051546392,0,0,2470992,0
486,5,Friday,GraphVideo,positive,2866,True,135,42459,5.897119341563786,87.3641975308642,0.2777777777777778,0,3,2470992,0
487,5,Friday,GraphImage,neutral,33854,False,3580,0,69.51540041067761,0,7.351129363449692,0,0,2470992,0
487,5,Friday,GraphImage,negative,9219,False,527,0,18.930184804928132,0,1.0821355236139631,1,0,2470992,0
495,20,Thursday,GraphVideo,positive,12562,False,1135,120683,25.377777777777776,243.8040404040404,2.292929292929293,2,13,2470992,0
495,20,Thursday,GraphVideo,neutral,20664,False,3741,273229,41.74545454545454,551.9777777777778,7.557575757575758,0,0,2470992,0
496,20,Thursday,GraphVideo,positive,30360,False,3589,320251,61.20967741935484,645.6673387096774,7.235887096774194,0,0,2470992,0
497,19,Thursday,GraphImage,neutral,1830,True,0,0,3.682092555331992,0,0.0,2,1,2470992,0
497,19,Thursday,GraphVideo,neutral,66727,False,5264,440398,134.25955734406438,886.112676056338,10.591549295774648,0,0,2470992,0
497,18,Thursday,GraphImage,neutral,40879,False,4509,0,82.25150905432595,0,9.072434607645874,0,0,2470992,0
498,18,Thursday,GraphSidecar,neutral,4269,False,0,0,8.572289156626505,0,0.0,0,5,2470992,0
498,17,Thursday,GraphImage,neutral,22599,False,1826,0,45.37951807228916,0,3.6666666666666665,0,0,2470992,0
498,17,Thursday,GraphVideo,neutral,53796,False,16910,426493,108.02409638554217,856.4116465863453,33.95582329317269,0,0,2470992,0
499,16,Thursday,GraphSidecar,neutral,9045,False,400,0,18.12625250501002,0,0.8016032064128257,29,9,2470992,0
500,16,Thursday,GraphImage,neutral,21257,False,1620,0,42.514,0,3.24,0,0,2470992,0
500,15,Thursday,GraphImage,neutral,24850,False,2410,0,49.7,0,4.82,0,0,2470992,0
501,14,Thursday,GraphVideo,positive,4546,False,76,102679,9.073852295409182,204.94810379241517,0.15169660678642716,3,15,2470992,0
501,14,Thursday,GraphVideo,negative,20366,False,3312,245688,40.650698602794414,490.3952095808383,6.610778443113772,0,0,2470992,0
502,14,Thursday,GraphImage,negative,18781,False,1895,0,37.41235059760956,0,3.7749003984063747,0,0,2470992,0
503,13,Thursday,GraphVideo,positive,3743,False,209,49162,7.441351888667992,97.7375745526839,0.415506958250497,0,1,2470992,0
503,13,Thursday,GraphImage,negative,13471,False,978,0,26.781312127236582,0,1.9443339960238568,0,0,2470992,0
503,12,Thursday,GraphVideo,negative,33593,False,5812,351745,66.78528827037773,699.2942345924454,11.554671968190855,0,0,2470992,0
504,11,Thursday,GraphVideo,positive,5031,False,434,90730,9.982142857142858,180.01984126984127,0.8611111111111112,0,2,2470992,0
504,11,Thursday,GraphImage,neutral,20534,False,3845,0,40.742063492063494,0,7.628968253968254,0,0,2470992,0
505,11,Thursday,GraphVideo,neutral,13911,False,1185,191320,27.546534653465347,378.8514851485148,2.3465346534653464,0,0,2470992,0
506,10,Thursday,GraphVideo,positive,1938,True,58,24339,3.8300395256916997,48.10079051383399,0.11462450592885376,14,0,2470992,0
506,10,Thursday,GraphSidecar,neutral,14697,False,1068,0,29.045454545454547,0,2.110671936758893,0,0,2470992,0
506,9,Thursday,GraphVideo,neutral,11558,False,606,168826,22.841897233201582,333.6482213438735,1.1976284584980237,0,0,2470992,0
507,8,Thursday,GraphSidecar,positive,10158,False,109,0,20.035502958579883,0,0.21499013806706113,1,0,2470992,0
507,8,Thursday,GraphImage,negative,12933,False,1546,0,25.50887573964497,0,3.04930966469428,0,0,2470992,0
508,8,Thursday,GraphVideo,neutral,17653,False,2085,196178,34.75,386.1771653543307,4.104330708661418,0,0,2470992,0
508,7,Thursday,GraphVideo,neutral,11922,False,398,136249,23.468503937007874,268.20669291338584,0.7834645669291339,0,1,2470992,0
509,7,Thursday,GraphVideo,negative,30807,False,5764,268167,60.524557956778,526.8506876227898,11.324165029469548,0,0,2470992,0
509,6,Thursday,GraphImage,neutral,15864,False,2053,0,31.166994106090375,0,4.033398821218075,0,0,2470992,0
510,5,Thursday,GraphVideo,positive,5613,False,89,88762,11.005882352941176,174.04313725490195,0.17450980392156862,0,2,2470992,0
511,5,Thursday,GraphImage,neutral,32686,False,4100,0,63.96477495107632,0,8.023483365949119,0,0,2470992,0
511,5,Thursday,GraphImage,negative,19763,False,1622,0,38.675146771037184,0,3.1741682974559686,0,0,2470992,0
520,20,Wednesday,GraphSidecar,neutral,3384,True,0,0,6.507692307692308,0,0.0,0,2,2470992,0
520,20,Wednesday,GraphVideo,negative,18535,False,1051,273618,35.64423076923077,526.1884615384615,2.021153846153846,0,0,2470992,0
520,19,Wednesday,GraphImage,neutral,21865,False,2837,0,42.04807692307692,0,5.4557692307692305,1,0,2470992,0
521,18,Wednesday,GraphSidecar,neutral,11093,False,404,0,21.291746641074855,0,0.7754318618042226,1,12,2470992,0
522,18,Wednesday,GraphImage,neutral,18818,False,2543,0,36.04980842911878,0,4.871647509578544,1,0,2470992,0
522,18,Wednesday,GraphVideo,neutral,60115,False,4273,414045,115.16283524904215,793.1896551724138,8.185823754789272,0,0,2470992,0
523,16,Wednesday,GraphVideo,neutral,3692,True,113,75674,7.059273422562142,144.6921606118547,0.21606118546845124,9,24,2470992,0
523,16,Wednesday,GraphVideo,negative,21062,False,2192,274741,40.27151051625239,525.3173996175908,4.191204588910134,0,1,2470992,0
523,16,Wednesday,GraphImage,negative,13718,False,1236,0,26.229445506692162,0,2.363288718929254,0,0,2470992,0
524,15,Wednesday,GraphSidecar,positive,6480,False,122,0,12.366412213740459,0,0.23282442748091603,12,2,2470992,0
525,15,Wednesday,GraphVideo,positive,56854,False,9365,489231,108.29333333333334,931.8685714285714,17.83809523809524,0,0,2470992,0
525,15,Wednesday,GraphVideo,neutral,21670,False,3141,331396,41.27619047619048,631.2304761904762,5.982857142857143,0,0,2470992,0
526,14,Wednesday,GraphImage,neutral,3873,False,189,0,7.363117870722434,0,0.3593155893536122,3,4,2470992,0
526,14,Wednesday,GraphImage,neutral,36999,False,2702,0,70.3403041825095,0,5.136882129277566,1,0,2470992,0
526,13,Wednesday,GraphImage,neutral,15108,False,1448,0,28.722433460076047,0,2.752851711026616,0,0,2470992,0
527,12,Wednesday,GraphVideo,neutral,5680,False,112,82973,10.777988614800758,157.44402277039848,0.2125237191650854,6,0,2470992,0
527,12,Wednesday,GraphImage,neutral,37679,False,2296,0,71.49715370018976,0,4.35673624288425,1,0,2470992,0
528,12,Wednesday,GraphImage,neutral,18219,False,2723,0,34.50568181818182,0,5.15719696969697,4,0,2470992,0
529,11,Wednesday,GraphVideo,neutral,30586,False,3707,371222,57.81852551984877,701.742911153119,7.007561436672968,17,3,2470992,0
529,10,Wednesday,GraphVideo,negative,29550,False,3068,302918,55.860113421550096,572.6238185255198,5.799621928166352,3,0,2470992,0
530,10,Wednesday,GraphImage,negative,10401,False,782,0,19.62452830188679,0,1.4754716981132074,0,0,2470992,0
530,9,Wednesday,GraphImage,neutral,24125,False,2462,0,45.5188679245283,0,4.645283018867924,2,0,2470992,0
531,9,Wednesday,GraphVideo,negative,37969,False,4083,386436,71.50470809792844,727.7514124293785,7.6892655367231635,1,0,2470992,0
532,8,Wednesday,GraphVideo,negative,48023,False,3035,354825,90.2687969924812,666.9642857142857,5.704887218045113,0,1,2470992,0
532,8,Wednesday,GraphImage,negative,32097,False,3374,0,60.33270676691729,0,6.342105263157895,0,0,2470992,0
532,7,Wednesday,GraphVideo,neutral,18520,False,1498,252735,34.81203007518797,475.0657894736842,2.8157894736842106,2,0,2470992,0
533,7,Wednesday,GraphImage,neutral,2546,True,0,0,4.776735459662289,0,0.0,2,1,2470992,0
533,6,Wednesday,GraphImage,neutral,65645,False,7310,0,123.16135084427768,0,13.714821763602252,1,0,2470992,0
533,6,Wednesday,GraphImage,negative,12313,False,1228,0,23.101313320825515,0,2.303939962476548,2,0,2470992,0
534,5,Wednesday,GraphImage,neutral,11091,False,475,0,20.769662921348313,0,0.8895131086142322,0,0,2470992,0
535,5,Wednesday,GraphVideo,neutral,33820,False,4284,367550,63.21495327102804,687.0093457943925,8.007476635514019,3,0,2470992,0
535,5,Wednesday,GraphImage,negative,16962,False,1232,0,31.70467289719626,0,2.302803738317757,2,0,2470992,0
544,20,Tuesday,GraphImage,neutral,2625,True,0,0,4.825367647058823,0,0.0,2,1,2470992,0
544,19,Tuesday,GraphVideo,neutral,51686,False,10553,548312,95.01102941176471,1007.9264705882352,19.39889705882353,0,0,2470992,0
544,19,Tuesday,GraphSidecar,neutral,57144,False,7341,0,105.04411764705883,0,13.494485294117647,4,0,2470992,0
546,18,Tuesday,GraphSidecar,positive,7167,False,161,0,13.126373626373626,0,0.2948717948717949,0,1,2470992,0
546,17,Tuesday,GraphVideo,negative,53684,False,8292,543021,98.32234432234432,994.5439560439561,15.186813186813186,1,0,2470992,0
547,16,Tuesday,GraphVideo,neutral,29409,False,3889,325501,53.76416819012797,595.0658135283364,7.109689213893967,0,0,2470992,0
548,16,Tuesday,GraphVideo,neutral,3598,True,254,63936,6.565693430656935,116.67153284671532,0.4635036496350365,0,1,2470992,0
548,15,Tuesday,GraphImage,positive,42153,False,4078,0,76.92153284671532,0,7.4416058394160585,1,0,2470992,0
549,15,Tuesday,GraphVideo,negative,53068,False,7570,497178,96.66302367941712,905.6065573770492,13.788706739526411,0,0,2470992,0
550,14,Tuesday,GraphSidecar,neutral,3051,True,70,0,5.547272727272727,0,0.12727272727272726,8,2,2470992,0
550,14,Tuesday,GraphImage,neutral,24582,False,6401,0,44.694545454545455,0,11.638181818181819,1,0,2470992,0
550,13,Tuesday,GraphImage,neutral,16211,False,2788,0,29.474545454545453,0,5.069090909090909,0,0,2470992,0
551,13,Tuesday,GraphImage,negative,23774,False,2803,0,43.1470054446461,0,5.087114337568058,1,0,2470992,0
551,12,Tuesday,GraphImage,neutral,17450,False,2667,0,31.669691470054445,0,4.840290381125227,1,0,2470992,0
551,12,Tuesday,GraphSidecar,neutral,35566,False,6500,0,64.5480943738657,0,11.796733212341199,2,0,2470992,0
553,11,Tuesday,GraphSidecar,neutral,5497,True,203,0,9.940325497287523,0,0.3670886075949367,0,1,2470992,0
553,11,Tuesday,GraphImage,negative,37097,False,5967,0,67.08318264014467,0,10.790235081374322,1,0,2470992,0
553,11,Tuesday,GraphImage,negative,18472,False,1128,0,33.403254972875224,0,2.0397830018083183,1,0,2470992,0
554,9,Tuesday,GraphVideo,neutral,3201,True,105,68591,5.777978339350181,123.81046931407943,0.18953068592057762,1,4,2470992,0
554,9,Tuesday,GraphImage,neutral,16734,False,2060,0,30.205776173285198,0,3.7184115523465704,0,0,2470992,0
554,9,Tuesday,GraphSidecar,neutral,16156,False,1773,0,29.162454873646208,0,3.200361010830325,2,0,2470992,0
556,8,Tuesday,GraphVideo,neutral,6996,False,210,81048,12.582733812949641,145.76978417266187,0.3776978417266187,0,1,2470992,0
556,8,Tuesday,GraphVideo,neutral,33164,False,8246,385102,59.64748201438849,692.6294964028777,14.83093525179856,2,0,2470992,0
556,8,Tuesday,GraphImage,neutral,37730,False,2056,0,67.85971223021583,0,3.697841726618705,0,0,2470992,0
557,6,Tuesday,GraphSidecar,positive,8114,False,190,0,14.567324955116696,0,0.34111310592459604,0,1,2470992,0
557,6,Tuesday,GraphImage,neutral,45994,False,10850,0,82.57450628366247,0,19.47935368043088,3,0,2470992,0
557,6,Tuesday,GraphVideo,neutral,30322,False,12712,372126,54.43806104129264,668.0897666068223,22.82226211849192,0,0,2470992,0
558,5,Tuesday,GraphVideo,positive,8129,False,276,143634,14.568100358422939,257.40860215053766,0.4946236559139785,0,2,2470992,0
559,5,Tuesday,GraphVideo,neutral,81673,False,10163,537524,146.10554561717353,961.5813953488372,18.18067978533095,0,0,2470992,0
566,22,Monday,GraphImage,neutral,64640,False,5623,0,114.20494699646643,0,9.934628975265017,2,0,2470992,0
567,21,Monday,GraphSidecar,neutral,10316,False,474,0,18.19400352733686,0,0.8359788359788359,28,10,2470992,0
567,21,Monday,GraphVideo,neutral,32940,False,7808,463884,58.095238095238095,818.1375661375662,13.770723104056437,0,0,2470992,0
570,18,Monday,GraphImage,neutral,2094,True,0,0,3.6736842105263157,0,0.0,2,1,2470992,0
570,18,Monday,GraphImage,neutral,20254,False,2704,0,35.53333333333333,0,4.743859649122807,1,0,2470992,0
570,17,Monday,GraphVideo,positive,16039,False,2223,237763,28.13859649122807,417.1280701754386,3.9,2,0,2470992,0
571,16,Monday,GraphVideo,neutral,3335,True,83,65629,5.840630472854641,114.9369527145359,0.14535901926444833,0,1,2470992,0
571,16,Monday,GraphImage,neutral,54065,False,4171,0,94.68476357267951,0,7.304728546409807,0,0,2470992,0
572,16,Monday,GraphVideo,negative,15642,False,1615,233740,27.346153846153847,408.6363636363636,2.8234265734265733,0,0,2470992,0
573,14,Monday,GraphSidecar,positive,26187,False,739,0,45.70157068062827,0,1.2897033158813263,0,2,2470992,0
574,14,Monday,GraphImage,neutral,11391,False,1416,0,19.84494773519164,0,2.466898954703833,0,0,2470992,0
574,14,Monday,GraphImage,negative,9180,False,803,0,15.993031358885018,0,1.3989547038327526,0,0,2470992,0
575,13,Monday,GraphSidecar,neutral,2670,True,69,0,4.643478260869565,0,0.12,26,0,2470992,0
575,12,Monday,GraphImage,neutral,9694,False,1079,0,16.85913043478261,0,1.8765217391304347,0,0,2470992,0
575,12,Monday,GraphImage,negative,14959,False,1572,0,26.015652173913043,0,2.733913043478261,1,0,2470992,0
576,11,Monday,GraphVideo,neutral,6101,False,304,67150,10.59201388888889,116.57986111111111,0.5277777777777778,0,2,2470992,0
577,11,Monday,GraphVideo,negative,12881,False,714,212027,22.32409012131716,367.4644714038128,1.2374350086655113,0,0,2470992,0
577,11,Monday,GraphVideo,neutral,30633,False,4696,348351,53.09012131715771,603.7279029462738,8.138648180242635,0,0,2470992,0
578,9,Monday,GraphVideo,positive,25665,False,375,202661,44.40311418685121,350.62456747404843,0.6487889273356401,1,0,2470992,0
578,9,Monday,GraphImage,neutral,8889,False,331,0,15.378892733564014,0,0.5726643598615917,1,0,2470992,0
578,9,Monday,GraphImage,neutral,25195,False,4850,0,43.589965397923876,0,8.391003460207612,0,0,2470992,0
580,8,Monday,GraphSidecar,neutral,14730,False,710,0,25.396551724137932,0,1.2241379310344827,0,0,2470992,0
580,8,Monday,GraphVideo,neutral,34037,False,3683,315068,58.68448275862069,543.2206896551725,6.35,1,0,2470992,0
580,7,Monday,GraphVideo,neutral,13526,False,1159,223490,23.320689655172412,385.32758620689657,1.9982758620689656,2,0,2470992,0
581,7,Monday,GraphSidecar,positive,22232,False,618,0,38.265060240963855,0,1.06368330464716,0,1,2470992,0
581,6,Monday,GraphImage,neutral,50666,False,9453,0,87.20481927710843,0,16.270223752151463,1,0,2470992,0
581,6,Monday,GraphImage,negative,12160,False,688,0,20.929432013769365,0,1.1841652323580034,1,0,2470992,0
582,5,Monday,GraphVideo,positive,3394,False,142,44656,5.831615120274914,76.72852233676976,0.24398625429553264,0,1,2470992,0
582,5,Monday,GraphSidecar,neutral,33686,False,4365,0,57.87972508591065,0,7.5,3,0,2470992,0
583,5,Monday,GraphImage,neutral,16613,False,797,0,28.495711835334475,0,1.3670668953687821,1,0,2470992,0
592,20,Sunday,GraphImage,neutral,2063,True,0,0,3.4847972972972974,0,0.0,2,1,2470992,0
592,20,Sunday,GraphVideo,negative,17031,False,1400,277316,28.76858108108108,468.43918918918916,2.364864864864865,0,0,2470992,0
592,20,Sunday,GraphImage,negative,6943,False,307,0,11.72804054054054,0,0.518581081081081,0,0,2470992,0
593,19,Sunday,GraphSidecar,positive,5546,False,65,0,9.352445193929174,0,0.10961214165261383,2,0,2470992,0
593,18,Sunday,GraphImage,neutral,25026,False,886,0,42.20236087689713,0,1.494097807757167,0,0,2470992,0
593,18,Sunday,GraphVideo,negative,13067,False,1477,216190,22.035413153456997,364.5699831365936,2.490725126475548,1,0,2470992,0
594,17,Sunday,GraphVideo,neutral,13412,False,1233,192533,22.579124579124578,324.1296296296296,2.0757575757575757,1,2,2470992,0
595,17,Sunday,GraphImage,positive,36931,False,2962,0,62.06890756302521,0,4.978151260504202,1,0,2470992,0
595,17,Sunday,GraphImage,neutral,16170,False,776,0,27.176470588235293,0,1.304201680672269,0,0,2470992,0
596,16,Sunday,GraphVideo,neutral,8350,False,667,154219,14.01006711409396,258.75671140939596,1.1191275167785235,1,2,2470992,0
596,15,Sunday,GraphVideo,negative,26133,False,4695,265605,43.84731543624161,445.6459731543624,7.87751677852349,0,0,2470992,0
597,15,Sunday,GraphVideo,negative,13068,False,931,186365,21.889447236180903,312.16917922948073,1.559463986599665,0,0,2470992,0
597,14,Sunday,GraphSidecar,negative,12732,False,1060,0,21.326633165829147,0,1.7755443886097153,3,1,2470992,0
598,14,Sunday,GraphVideo,positive,21996,False,2920,258199,36.78260869565217,431.77090301003346,4.882943143812709,0,0,2470992,0
598,14,Sunday,GraphVideo,neutral,33719,False,2848,272511,56.38628762541806,455.7040133779264,4.762541806020067,2,0,2470992,0
599,13,Sunday,GraphSidecar,positive,3831,True,77,0,6.395659432387312,0,0.1285475792988314,0,2,2470992,0
599,12,Sunday,GraphVideo,neutral,32095,False,5394,307148,53.580968280467445,512.7679465776293,9.00500834724541,2,0,2470992,0
600,12,Sunday,GraphImage,negative,10416,False,954,0,17.36,0,1.59,0,0,2470992,0
601,11,Sunday,GraphSidecar,positive,8230,False,165,0,13.693843594009984,0,0.27454242928452577,1,0,2470992,0
601,11,Sunday,GraphVideo,positive,39160,False,2097,319583,65.15806988352746,531.7520798668885,3.4891846921797005,1,0,2470992,0
601,10,Sunday,GraphVideo,neutral,22060,False,1214,233988,36.70549084858569,389.3311148086523,2.0199667221297837,1,0,2470992,0
602,9,Sunday,GraphVideo,neutral,2535,False,64,40538,4.210963455149502,67.33887043189368,0.10631229235880399,0,0,2470992,0
602,9,Sunday,GraphImage,negative,17216,False,882,0,28.59800664451827,0,1.4651162790697674,1,0,2470992,0
603,9,Sunday,GraphImage,neutral,20019,False,1989,0,33.19900497512438,0,3.298507462686567,1,0,2470992,0
604,8,Sunday,GraphVideo,neutral,6632,False,581,81817,10.980132450331126,135.4586092715232,0.9619205298013245,0,1,2470992,0
604,8,Sunday,GraphVideo,positive,29034,False,2110,323228,48.06953642384106,535.1456953642385,3.493377483443709,1,0,2470992,0
604,7,Sunday,GraphImage,neutral,24918,False,1252,0,41.25496688741722,0,2.0728476821192054,1,0,2470992,0
605,6,Sunday,GraphVideo,positive,6247,False,240,100370,10.325619834710745,165.900826446281,0.39669421487603307,0,2,2470992,0
606,6,Sunday,GraphImage,negative,46967,False,8732,0,77.503300330033,0,14.409240924092408,1,0,2470992,0
606,6,Sunday,GraphImage,positive,17596,False,1159,0,29.036303630363037,0,1.9125412541254125,3,0,2470992,0
607,5,Sunday,GraphImage,negative,16492,False,1113,0,27.169686985172984,0,1.8336079077429983,1,0,2470992,0
615,21,Saturday,GraphImage,positive,53088,False,6795,0,86.3219512195122,0,11.048780487804878,1,0,2470992,0
616,20,Saturday,GraphImage,neutral,1896,True,0,0,3.0779220779220777,0,0.0,2,1,2470992,0
616,19,Saturday,GraphImage,neutral,29969,False,1564,0,48.65097402597402,0,2.538961038961039,1,0,2470992,0
616,19,Saturday,GraphVideo,negative,80547,False,10062,578459,130.75811688311688,939.0568181818181,16.334415584415584,2,0,2470992,0
617,18,Saturday,GraphVideo,neutral,3923,False,89,92197,6.358184764991896,149.42787682333875,0.14424635332252836,3,0,2470992,0
618,18,Saturday,GraphVideo,negative,63895,False,15412,529659,103.38996763754045,857.0533980582525,24.93851132686084,1,0,2470992,0
618,18,Saturday,GraphImage,neutral,12253,False,1051,0,19.826860841423947,0,1.7006472491909386,0,0,2470992,0
619,17,Saturday,GraphVideo,neutral,3451,True,115,42590,5.575121163166397,68.80452342487884,0.18578352180936994,2,0,2470992,0
619,17,Saturday,GraphVideo,neutral,16543,False,1972,243157,26.72536348949919,392.82229402261714,3.1857835218093697,1,0,2470992,0
619,16,Saturday,GraphImage,neutral,18590,False,2112,0,30.032310177705977,0,3.4119547657512115,0,0,2470992,0
620,15,Saturday,GraphVideo,negative,10273,False,740,97024,16.56935483870968,156.49032258064517,1.1935483870967742,2,0,2470992,0
621,15,Saturday,GraphImage,negative,20672,False,1203,0,33.288244766505635,0,1.9371980676328502,0,0,2470992,0
621,15,Saturday,GraphVideo,neutral,65390,False,12331,483529,105.29790660225443,778.6296296296297,19.85668276972625,2,0,2470992,0
622,14,Saturday,GraphSidecar,neutral,5079,False,54,0,8.165594855305466,0,0.08681672025723473,3,4,2470992,0
622,14,Saturday,GraphImage,negative,16247,False,858,0,26.120578778135048,0,1.3794212218649518,1,0,2470992,0
622,13,Saturday,GraphVideo,negative,45818,False,11451,447369,73.66237942122187,719.2427652733119,18.409967845659164,2,0,2470992,0
623,13,Saturday,GraphVideo,neutral,20248,False,484,238104,32.5008025682183,382.18940609951846,0.7768860353130016,0,2,2470992,0
624,12,Saturday,GraphVideo,neutral,16947,False,2300,220260,27.158653846153847,352.9807692307692,3.6858974358974357,0,0,2470992,0
624,12,Saturday,GraphImage,neutral,8145,False,720,0,13.052884615384615,0,1.1538461538461537,0,0,2470992,0
625,11,Saturday,GraphImage,neutral,2560,False,64,0,4.096,0,0.1024,2,2,2470992,0
625,11,Saturday,GraphImage,neutral,12953,False,1936,0,20.7248,0,3.0976,0,0,2470992,0
625,10,Saturday,GraphImage,neutral,11026,False,906,0,17.6416,0,1.4496,1,0,2470992,0
626,9,Saturday,GraphSidecar,positive,2112,True,72,0,3.373801916932907,0,0.11501597444089456,5,1,2470992,0
626,9,Saturday,GraphImage,negative,11821,False,994,0,18.883386581469647,0,1.5878594249201279,0,0,2470992,0
627,9,Saturday,GraphImage,neutral,22571,False,2546,0,35.99840510366826,0,4.0606060606060606,1,0,2470992,0
629,6,Saturday,GraphImage,positive,30701,False,2994,0,48.809220985691574,0,4.75993640699523,1,0,2470992,0
629,6,Saturday,GraphVideo,neutral,24592,False,1683,278871,39.09697933227345,443.35612082670906,2.675675675675676,0,0,2470992,0
630,5,Saturday,GraphSidecar,neutral,4536,True,108,0,7.2,0,0.17142857142857143,0,1,2470992,0
631,5,Saturday,GraphImage,neutral,16051,False,1239,0,25.43740095087163,0,1.9635499207606972,1,0,2470992,0
631,5,Saturday,GraphSidecar,neutral,22531,False,2259,0,35.7068145800317,0,3.5800316957210776,2,0,2470992,0
640,20,Friday,GraphImage,neutral,1431,True,0,0,2.2359375,0,0.0,2,1,2470992,0
640,20,Friday,GraphImage,negative,14957,False,1386,0,23.3703125,0,2.165625,1,0,2470992,0
641,18,Friday,GraphSidecar,negative,8454,False,231,0,13.188767550702028,0,0.36037441497659906,0,2,2470992,0
645,15,Friday,GraphImage,neutral,32945,False,2820,0,51.07751937984496,0,4.372093023255814,0,0,2470992,0
645,15,Friday,GraphImage,neutral,9135,False,814,0,14.162790697674419,0,1.262015503875969,0,0,2470992,0
646,14,Friday,GraphVideo,neutral,3111,True,78,52481,4.815789473684211,81.23993808049535,0.12074303405572756,3,2,2470992,0
646,14,Friday,GraphImage,positive,12632,False,1090,0,19.554179566563466,0,1.6873065015479876,1,0,2470992,0
646,13,Friday,GraphVideo,negative,42146,False,3453,273248,65.24148606811146,422.984520123839,5.345201238390093,1,0,2470992,0
647,12,Friday,GraphImage,neutral,11485,False,155,0,17.751159196290573,0,0.23956723338485317,1,1,2470992,0
647,12,Friday,GraphImage,neutral,25395,False,1532,0,39.250386398763524,0,2.3678516228748068,1,0,2470992,0
648,12,Friday,GraphImage,neutral,43493,False,6676,0,67.11882716049382,0,10.302469135802468,1,0,2470992,0
649,11,Friday,GraphVideo,positive,5853,False,128,85156,9.01848998459168,131.21109399075502,0.19722650231124808,0,2,2470992,0
649,11,Friday,GraphVideo,neutral,54407,False,7157,344160,83.83204930662558,530.2927580893682,11.027734976887519,1,0,2470992,0
650,10,Friday,GraphSidecar,positive,22657,False,1682,0,34.856923076923074,0,2.5876923076923077,0,1,2470992,0
650,9,Friday,GraphSidecar,neutral,7835,False,603,0,12.053846153846154,0,0.9276923076923077,1,0,2470992,0
651,8,Friday,GraphImage,neutral,2690,False,258,0,4.1321044546851,0,0.39631336405529954,1,1,2470992,0
663,21,Thursday,GraphImage,neutral,9527,False,1092,0,14.369532428355958,0,1.6470588235294117,1,0,2470992,0
664,19,Thursday,GraphVideo,negative,3971,True,372,89018,5.980421686746988,134.0632530120482,0.5602409638554217,0,0,2470992,0
664,19,Thursday,GraphVideo,neutral,14355,False,1734,201101,21.61897590361446,302.8629518072289,2.61144578313253,1,0,2470992,0
666,18,Thursday,GraphVideo,neutral,2409,False,0,46751,3.6171171171171173,70.19669669669669,0.0,0,3,2470992,0
666,18,Thursday,GraphVideo,neutral,37917,False,8355,344004,56.932432432432435,516.5225225225225,12.545045045045045,0,0,2470992,0
666,18,Thursday,GraphSidecar,neutral,7954,False,394,0,11.942942942942944,0,0.5915915915915916,1,0,2470992,0
670,13,Thursday,GraphVideo,neutral,31983,False,1832,259472,47.73582089552239,387.2716417910448,2.734328358208955,0,0,2470992,0
671,13,Thursday,GraphSidecar,neutral,9099,False,989,0,13.560357675111774,0,1.473919523099851,1,0,2470992,0
673,10,Thursday,GraphImage,neutral,12390,False,2156,0,18.41010401188707,0,3.2035661218424965,1,0,2470992,0
673,10,Thursday,GraphImage,neutral,15579,False,2717,0,23.14858841010401,0,4.037147102526003,1,0,2470992,0
674,9,Thursday,GraphImage,positive,17049,False,552,0,25.295252225519288,0,0.8189910979228486,0,0,2470992,0
674,9,Thursday,GraphImage,positive,15881,False,735,0,23.562314540059347,0,1.0905044510385757,1,0,2470992,0
677,6,Thursday,GraphImage,neutral,10232,False,453,0,15.113737075332349,0,0.6691285081240768,0,0,2470992,0
678,6,Thursday,GraphSidecar,negative,22161,False,2748,0,32.6858407079646,0,4.053097345132743,1,0,2470992,0
