HoursPosted,timePosted 24hr,day posted,mediatype,sentiment,likes,isAd,comments,views,ratioLikesToHoursPosted,ratioVideoViewToHoursPosted,ratioCommentsToHoursPosted,noOfHashtags,noOfMentions,noOfFollowers,noOfFollowees
149,6,Friday,GraphImage,neutral,22756,False,1092,0,152.7248322147651,0,7.328859060402684,2,0,2470992,0
150,5,Friday,GraphImage,negative,6785,False,1026,0,45.233333333333334,0,6.84,2,0,2470992,0
151,5,Friday,GraphImage,neutral,10159,False,474,0,67.27814569536424,0,3.1390728476821192,0,0,2470992,0
158,21,Thursday,GraphImage,neutral,11020,False,358,0,69.74683544303798,0,2.2658227848101267,1,0,2470992,0
159,21,Thursday,GraphVideo,negative,33627,False,5349,362910,211.49056603773585,2282.4528301886794,33.64150943396226,3,0,2470992,0
159,20,Thursday,GraphSidecar,neutral,30523,False,3076,0,191.9685534591195,0,19.345911949685533,1,1,2470992,0
160,19,Thursday,GraphVideo,neutral,5207,False,231,92376,32.54375,577.35,1.44375,2,2,2470992,0
160,19,Thursday,GraphImage,neutral,20854,False,2378,0,130.3375,0,14.8625,4,0,2470992,0
160,19,Thursday,GraphImage,neutral,16662,False,1175,0,104.1375,0,7.34375,2,0,2470992,0
161,18,Thursday,GraphVideo,neutral,2023,True,118,34472,12.565217391304348,214.11180124223603,0.7329192546583851,0,1,2470992,0
161,18,Thursday,GraphSidecar,positive,11464,False,1355,0,71.20496894409938,0,8.416149068322982,1,0,2470992,0
162,18,Thursday,GraphVideo,negative,20457,False,1316,265071,126.27777777777777,1636.2407407407406,8.123456790123457,1,0,2470992,0
163,16,Thursday,GraphSidecar,positive,2675,True,370,0,16.411042944785276,0,2.2699386503067487,0,0,2470992,0
163,16,Thursday,GraphSidecar,neutral,18519,False,1545,0,113.61349693251533,0,9.478527607361963,0,0,2470992,0
164,16,Thursday,GraphImage,neutral,30006,False,2137,0,182.96341463414635,0,13.03048780487805,2,0,2470992,0
165,14,Thursday,GraphSidecar,positive,12235,False,1021,0,74.15151515151516,0,6.1878787878787875,2,3,2470992,0
165,14,Thursday,GraphImage,neutral,23329,False,1364,0,141.38787878787878,0,8.266666666666667,0,0,2470992,0
165,14,Thursday,GraphVideo,negative,16154,False,854,192835,97.9030303030303,1168.6969696969697,5.175757575757576,2,0,2470992,0
166,13,Thursday,GraphVideo,positive,3760,False,221,38723,22.650602409638555,233.2710843373494,1.3313253012048192,0,2,2470992,0
166,13,Thursday,GraphImage,neutral,14758,False,1556,0,88.90361445783132,0,9.373493975903614,2,0,2470992,0
167,13,Thursday,GraphVideo,neutral,31063,False,5197,280634,186.00598802395209,1680.443113772455,31.119760479041915,2,0,2470992,0
167,12,Thursday,GraphSidecar,neutral,2358,False,103,0,14.119760479041917,0,0.6167664670658682,1,0,2470992,0
168,12,Thursday,GraphImage,negative,5161,False,351,0,30.720238095238095,0,2.0892857142857144,1,0,2470992,0
168,11,Thursday,GraphVideo,neutral,24500,False,4574,257899,145.83333333333334,1535.1130952380952,27.226190476190474,2,0,2470992,0
169,11,Thursday,GraphImage,neutral,3439,False,167,0,20.349112426035504,0,0.9881656804733728,1,0,2470992,0
169,10,Thursday,GraphVideo,positive,19909,False,2675,221323,117.80473372781066,1309.603550295858,15.828402366863905,2,0,2470992,0
169,10,Thursday,GraphImage,neutral,10030,False,1899,0,59.349112426035504,0,11.236686390532544,3,0,2470992,0
170,9,Thursday,GraphSidecar,neutral,2901,False,15,0,17.064705882352943,0,0.08823529411764706,5,4,2470992,0
170,9,Thursday,GraphImage,negative,35917,False,1985,0,211.2764705882353,0,11.676470588235293,1,0,2470992,0
170,9,Thursday,GraphImage,negative,10428,False,2027,0,61.34117647058824,0,11.923529411764706,1,0,2470992,0
171,8,Thursday,GraphVideo,positive,11006,False,494,116118,64.3625730994152,679.0526315789474,2.888888888888889,0,3,2470992,0
171,8,Thursday,GraphSidecar,neutral,22655,False,2359,0,132.48538011695908,0,13.7953216374269,1,0,2470992,0
172,8,Thursday,GraphVideo,neutral,10875,False,1808,175114,63.22674418604651,1018.1046511627907,10.511627906976743,0,0,2470992,0
173,6,Thursday,GraphVideo,neutral,5443,False,280,59374,31.46242774566474,343.2023121387283,1.6184971098265897,2,19,2470992,0
173,6,Thursday,GraphVideo,neutral,22793,False,8998,295939,131.7514450867052,1710.6300578034682,52.01156069364162,1,0,2470992,0
173,6,Thursday,GraphImage,negative,19950,False,5121,0,115.3179190751445,0,29.601156069364162,1,0,2470992,0
174,5,Thursday,GraphSidecar,neutral,3837,False,144,0,22.051724137931036,0,0.8275862068965517,2,1,2470992,0
174,5,Thursday,GraphVideo,neutral,12348,False,1203,193890,70.96551724137932,1114.3103448275863,6.913793103448276,0,0,2470992,0
175,5,Thursday,GraphVideo,negative,19128,False,973,225627,109.30285714285715,1289.297142857143,5.56,1,0,2470992,0
182,22,Wednesday,GraphImage,neutral,1375,True,0,0,7.554945054945055,0,0.0,2,1,2470992,0
183,20,Wednesday,GraphSidecar,neutral,4782,False,252,0,26.131147540983605,0,1.3770491803278688,0,0,2470992,0
183,20,Wednesday,GraphVideo,neutral,21635,False,5048,319133,118.22404371584699,1743.896174863388,27.584699453551913,0,0,2470992,0
184,19,Wednesday,GraphVideo,neutral,26166,False,8540,415191,142.20652173913044,2256.4728260869565,46.41304347826087,1,0,2470992,0
185,18,Wednesday,GraphSidecar,positive,2367,True,62,0,12.794594594594594,0,0.33513513513513515,30,0,2470992,0
185,18,Wednesday,GraphVideo,positive,20991,False,2453,230138,113.46486486486486,1243.9891891891891,13.259459459459459,2,0,2470992,0
185,18,Wednesday,GraphImage,neutral,6202,False,313,0,33.524324324324326,0,1.691891891891892,0,0,2470992,0
187,17,Wednesday,GraphSidecar,neutral,1961,True,63,0,10.48663101604278,0,0.33689839572192515,0,1,2470992,0
187,17,Wednesday,GraphImage,neutral,11693,False,1496,0,62.529411764705884,0,8.0,0,0,2470992,0
187,16,Wednesday,GraphImage,neutral,12546,False,1741,0,67.0909090909091,0,9.310160427807487,2,0,2470992,0
188,15,Wednesday,GraphSidecar,neutral,4636,True,110,0,24.659574468085108,0,0.5851063829787234,0,2,2470992,0
188,15,Wednesday,GraphSidecar,neutral,7053,False,401,0,37.515957446808514,0,2.132978723404255,1,0,2470992,0
188,15,Wednesday,GraphImage,neutral,18307,False,2528,0,97.37765957446808,0,13.446808510638299,2,0,2470992,0
189,14,Wednesday,GraphSidecar,neutral,3567,False,81,0,18.873015873015873,0,0.42857142857142855,3,0,2470992,0
189,14,Wednesday,GraphImage,negative,8109,False,567,0,42.904761904761905,0,3.0,1,0,2470992,0
190,14,Wednesday,GraphImage,positive,16039,False,2222,0,84.41578947368421,0,11.694736842105263,1,0,2470992,0
191,12,Wednesday,GraphVideo,positive,9596,False,635,83578,50.24083769633508,437.5811518324607,3.324607329842932,0,1,2470992,0
191,12,Wednesday,GraphImage,neutral,14282,False,983,0,74.77486910994764,0,5.146596858638744,2,0,2470992,0
191,12,Wednesday,GraphVideo,neutral,32962,False,5990,314491,172.5759162303665,1646.5497382198953,31.361256544502616,1,0,2470992,0
192,11,Wednesday,GraphImage,positive,11709,False,555,0,60.984375,0,2.890625,1,1,2470992,0
192,11,Wednesday,GraphImage,neutral,25296,False,2821,0,131.75,0,14.692708333333334,1,0,2470992,0
193,11,Wednesday,GraphVideo,neutral,21916,False,4015,250191,113.55440414507773,1296.3264248704663,20.803108808290155,3,0,2470992,0
194,10,Wednesday,GraphVideo,positive,2558,True,148,40024,13.185567010309278,206.30927835051546,0.7628865979381443,0,2,2470992,0
194,9,Wednesday,GraphImage,negative,9513,False,1088,0,49.0360824742268,0,5.608247422680412,0,0,2470992,0
194,9,Wednesday,GraphVideo,neutral,10344,False,1980,161776,53.31958762886598,833.8969072164948,10.206185567010309,0,0,2470992,0
195,8,Wednesday,GraphVideo,negative,24957,False,2295,270582,127.98461538461538,1387.6,11.76923076923077,0,2,2470992,0
195,8,Wednesday,GraphImage,neutral,12738,False,2477,0,65.32307692307693,0,12.702564102564102,0,0,2470992,0
196,8,Wednesday,GraphSidecar,neutral,12211,False,1292,0,62.30102040816327,0,6.591836734693878,1,0,2470992,0
197,7,Wednesday,GraphSidecar,neutral,10584,False,199,0,53.7258883248731,0,1.0101522842639594,2,19,2470992,0
197,6,Wednesday,GraphVideo,neutral,45807,False,7203,555519,232.5228426395939,2819.8934010152284,36.56345177664975,0,0,2470992,0
197,6,Wednesday,GraphImage,positive,43479,False,2708,0,220.7055837563452,0,13.746192893401016,1,0,2470992,0
198,5,Wednesday,GraphSidecar,neutral,4526,True,300,0,22.858585858585858,0,1.5151515151515151,0,6,2470992,0
198,5,Wednesday,GraphVideo,neutral,27436,False,4683,347721,138.56565656565655,1756.1666666666667,23.651515151515152,2,0,2470992,0
199,4,Wednesday,GraphImage,negative,7741,False,515,0,38.89949748743719,0,2.5879396984924625,1,0,2470992,0
206,21,Tuesday,GraphImage,neutral,1552,True,0,0,7.533980582524272,0,0.0,2,1,2470992,0
207,20,Tuesday,GraphImage,positive,2527,True,145,0,12.207729468599034,0,0.7004830917874396,0,1,2470992,0
208,19,Tuesday,GraphVideo,positive,16120,False,1098,199868,77.5,960.9038461538462,5.278846153846154,1,0,2470992,0
208,19,Tuesday,GraphVideo,neutral,42649,False,9172,396651,205.04326923076923,1906.9759615384614,44.09615384615385,1,0,2470992,0
209,18,Tuesday,GraphVideo,neutral,2684,True,73,38811,12.842105263157896,185.69856459330143,0.3492822966507177,0,1,2470992,0
209,18,Tuesday,GraphVideo,neutral,17855,False,1252,218749,85.43062200956938,1046.6459330143541,5.990430622009569,0,0,2470992,0
209,18,Tuesday,GraphImage,neutral,21371,False,1310,0,102.2535885167464,0,6.267942583732057,0,0,2470992,0
211,17,Tuesday,GraphVideo,neutral,1807,True,100,23569,8.563981042654028,111.70142180094787,0.47393364928909953,1,0,2470992,0
211,17,Tuesday,GraphImage,neutral,12450,False,805,0,59.00473933649289,0,3.815165876777251,0,0,2470992,0
211,16,Tuesday,GraphImage,negative,59171,False,18753,0,280.4312796208531,0,88.87677725118483,2,0,2470992,0
212,15,Tuesday,GraphVideo,negative,9837,False,700,153286,46.40094339622642,723.0471698113207,3.30188679245283,1,0,2470992,0
212,15,Tuesday,GraphVideo,neutral,20418,False,3092,248122,96.31132075471699,1170.3867924528302,14.584905660377359,2,0,2470992,0
212,15,Tuesday,GraphImage,negative,11975,False,1571,0,56.485849056603776,0,7.410377358490566,0,0,2470992,0
213,14,Tuesday,GraphImage,neutral,1726,True,72,0,8.103286384976526,0,0.3380281690140845,6,1,2470992,0
214,14,Tuesday,GraphVideo,neutral,20618,False,1571,211028,96.34579439252336,986.1121495327103,7.341121495327103,0,0,2470992,0
214,13,Tuesday,GraphImage,neutral,10241,False,673,0,47.85514018691589,0,3.1448598130841123,1,0,2470992,0
215,12,Tuesday,GraphVideo,neutral,7380,False,397,123418,34.325581395348834,574.0372093023256,1.8465116279069766,0,2,2470992,0
215,12,Tuesday,GraphImage,neutral,20430,False,2696,0,95.02325581395348,0,12.53953488372093,1,0,2470992,0
215,12,Tuesday,GraphSidecar,neutral,16990,False,4405,0,79.02325581395348,0,20.488372093023255,3,0,2470992,0
216,11,Tuesday,GraphVideo,positive,2764,True,120,33896,12.796296296296296,156.92592592592592,0.5555555555555556,6,2,2470992,0
217,11,Tuesday,GraphImage,positive,38413,False,1890,0,177.0184331797235,0,8.709677419354838,1,0,2470992,0
217,10,Tuesday,GraphVideo,neutral,90492,False,9380,465947,417.01382488479265,2147.221198156682,43.225806451612904,0,0,2470992,0
218,10,Tuesday,GraphSidecar,neutral,7478,False,992,0,34.30275229357798,0,4.5504587155963305,0,0,2470992,0
218,9,Tuesday,GraphVideo,neutral,6456,False,338,137776,29.61467889908257,632.0,1.5504587155963303,0,0,2470992,0
218,9,Tuesday,GraphVideo,neutral,11113,False,1080,172676,50.977064220183486,792.0917431192661,4.954128440366972,0,0,2470992,0
219,8,Tuesday,GraphVideo,neutral,2555,True,85,31940,11.666666666666666,145.8447488584475,0.3881278538812785,1,2,2470992,0
220,8,Tuesday,GraphVideo,negative,8798,False,351,154488,39.99090909090909,702.2181818181818,1.5954545454545455,1,0,2470992,0
220,7,Tuesday,GraphVideo,neutral,26968,False,2823,262539,122.58181818181818,1193.3590909090908,12.831818181818182,0,0,2470992,0
221,6,Tuesday,GraphSidecar,neutral,4434,True,119,0,20.063348416289593,0,0.5384615384615384,2,4,2470992,0
221,6,Tuesday,GraphVideo,negative,28695,False,4610,311141,129.84162895927602,1407.8778280542986,20.85972850678733,0,0,2470992,0
221,6,Tuesday,GraphImage,neutral,17319,False,2687,0,78.36651583710407,0,12.158371040723981,1,0,2470992,0
222,5,Tuesday,GraphSidecar,positive,6894,False,170,0,31.054054054054053,0,0.7657657657657657,7,6,2470992,0
223,5,Tuesday,GraphImage,positive,38059,False,8290,0,170.66816143497758,0,37.17488789237668,0,0,2470992,0
223,5,Tuesday,GraphImage,negative,18402,False,1974,0,82.5201793721973,0,8.852017937219731,0,0,2470992,0
229,22,Monday,GraphImage,neutral,2127,True,0,0,9.2882096069869,0,0.0,2,1,2470992,0
230,21,Monday,GraphSidecar,neutral,6104,False,190,0,26.53913043478261,0,0.8260869565217391,1,0,2470992,0
230,21,Monday,GraphImage,positive,5988,False,230,0,26.034782608695654,0,1.0,3,0,2470992,0
231,21,Monday,GraphVideo,neutral,25575,False,1890,324503,110.71428571428571,1404.7748917748918,8.181818181818182,1,0,2470992,0
232,20,Monday,GraphSidecar,neutral,8505,False,182,0,36.65948275862069,0,0.7844827586206896,30,13,2470992,0
232,19,Monday,GraphImage,negative,15362,False,2886,0,66.21551724137932,0,12.439655172413794,0,0,2470992,0
232,19,Monday,GraphVideo,negative,17661,False,1637,240263,76.125,1035.6163793103449,7.056034482758621,0,0,2470992,0
233,18,Monday,GraphVideo,positive,4437,False,102,81330,19.042918454935624,349.0557939914163,0.43776824034334766,0,2,2470992,0
233,18,Monday,GraphVideo,neutral,46801,False,13721,354164,200.862660944206,1520.0171673819743,58.88841201716738,1,0,2470992,0
234,18,Monday,GraphImage,neutral,7316,False,640,0,31.264957264957264,0,2.735042735042735,4,0,2470992,0
235,17,Monday,GraphSidecar,neutral,5904,True,127,0,25.123404255319148,0,0.5404255319148936,0,2,2470992,0
235,16,Monday,GraphImage,negative,9980,False,581,0,42.46808510638298,0,2.472340425531915,1,0,2470992,0
235,16,Monday,GraphImage,neutral,22151,False,1995,0,94.2595744680851,0,8.48936170212766,2,0,2470992,0
236,15,Monday,GraphVideo,neutral,10332,False,218,133933,43.779661016949156,567.5127118644068,0.923728813559322,0,2,2470992,0
236,15,Monday,GraphVideo,neutral,36428,False,12543,365722,154.35593220338984,1549.6694915254238,53.148305084745765,0,0,2470992,0
237,14,Monday,GraphVideo,neutral,27635,False,10677,289458,116.60337552742617,1221.3417721518988,45.050632911392405,1,0,2470992,0
238,13,Monday,GraphVideo,neutral,2079,True,0,45713,8.735294117647058,192.07142857142858,0.0,0,4,2470992,0
238,13,Monday,GraphVideo,negative,52556,False,4328,317421,220.8235294117647,1333.7016806722688,18.18487394957983,1,0,2470992,0
238,13,Monday,GraphImage,negative,15897,False,1237,0,66.79411764705883,0,5.197478991596639,0,0,2470992,0
239,12,Monday,GraphVideo,neutral,3085,True,131,47488,12.907949790794978,198.69456066945608,0.5481171548117155,0,1,2470992,0
240,12,Monday,GraphSidecar,neutral,17387,False,2049,0,72.44583333333334,0,8.5375,2,0,2470992,0
240,12,Monday,GraphVideo,neutral,37843,False,3668,309520,157.67916666666667,1289.6666666666667,15.283333333333333,0,0,2470992,0
241,10,Monday,GraphVideo,neutral,2066,True,95,25606,8.572614107883817,106.24896265560166,0.3941908713692946,0,6,2470992,0
241,10,Monday,GraphImage,negative,8592,False,724,0,35.65145228215768,0,3.004149377593361,0,0,2470992,0
241,10,Monday,GraphVideo,negative,26962,False,2407,262680,111.87551867219916,1089.9585062240665,9.987551867219917,0,0,2470992,0
242,9,Monday,GraphSidecar,positive,2202,False,71,0,9.099173553719009,0,0.29338842975206614,0,1,2470992,0
242,9,Monday,GraphImage,neutral,34035,False,3459,0,140.6404958677686,0,14.293388429752065,1,0,2470992,0
243,9,Monday,GraphImage,negative,19001,False,1006,0,78.19341563786008,0,4.139917695473251,1,0,2470992,0
244,8,Monday,GraphImage,neutral,6606,False,150,0,27.07377049180328,0,0.6147540983606558,0,2,2470992,0
244,8,Monday,GraphVideo,negative,73276,False,5978,441203,300.3114754098361,1808.2090163934427,24.5,3,0,2470992,0
244,7,Monday,GraphVideo,neutral,15701,False,957,204484,64.34836065573771,838.0491803278688,3.9221311475409837,0,0,2470992,0
245,7,Monday,GraphVideo,negative,7621,False,593,67409,31.10612244897959,275.1387755102041,2.4204081632653063,0,1,2470992,0
245,6,Monday,GraphImage,negative,13952,False,1085,0,56.946938775510205,0,4.428571428571429,0,0,2470992,0
245,6,Monday,GraphVideo,neutral,28844,False,2000,285231,117.73061224489796,1164.2081632653062,8.16326530612245,0,0,2470992,0
246,5,Monday,GraphSidecar,neutral,2281,True,87,0,9.272357723577235,0,0.35365853658536583,0,1,2470992,0
246,5,Monday,GraphImage,neutral,7161,False,482,0,29.109756097560975,0,1.9593495934959348,1,0,2470992,0
247,4,Monday,GraphSidecar,positive,18966,False,966,0,76.78542510121457,0,3.9109311740890687,0,0,2470992,0
254,21,Sunday,GraphImage,neutral,1793,True,0,0,7.059055118110236,0,0.0,2,1,2470992,0
256,20,Sunday,GraphVideo,neutral,8462,False,1095,179403,33.0546875,700.79296875,4.27734375,1,1,2470992,0
256,20,Sunday,GraphImage,neutral,7985,False,652,0,31.19140625,0,2.546875,1,0,2470992,0
256,19,Sunday,GraphImage,negative,10753,False,705,0,42.00390625,0,2.75390625,1,0,2470992,0
257,18,Sunday,GraphVideo,neutral,6897,False,270,111611,26.836575875486382,434.284046692607,1.0505836575875487,0,1,2470992,0
257,18,Sunday,GraphImage,neutral,21734,False,3710,0,84.56809338521401,0,14.43579766536965,0,0,2470992,0
258,18,Sunday,GraphImage,negative,6928,False,631,0,26.852713178294575,0,2.445736434108527,0,0,2470992,0
259,17,Sunday,GraphVideo,positive,13151,False,860,188868,50.77606177606177,729.2200772200772,3.3204633204633205,6,3,2470992,0
259,16,Sunday,GraphImage,neutral,13274,False,1482,0,51.25096525096525,0,5.722007722007722,0,0,2470992,0
259,16,Sunday,GraphImage,negative,14998,False,2063,0,57.907335907335906,0,7.9652509652509655,0,0,2470992,0
260,15,Sunday,GraphSidecar,positive,3422,True,0,0,13.161538461538461,0,0.0,0,1,2470992,0
260,15,Sunday,GraphImage,negative,28208,False,2838,0,108.49230769230769,0,10.915384615384616,1,0,2470992,0
261,15,Sunday,GraphVideo,negative,14239,False,1455,174814,54.55555555555556,669.7854406130268,5.574712643678161,1,0,2470992,0
262,14,Sunday,GraphVideo,positive,3423,True,266,60916,13.064885496183207,232.50381679389312,1.015267175572519,0,5,2470992,0
262,14,Sunday,GraphVideo,negative,27709,False,2658,208604,105.75954198473282,796.1984732824427,10.145038167938932,1,0,2470992,0
262,13,Sunday,GraphVideo,neutral,15563,False,850,157609,59.400763358778626,601.5610687022901,3.2442748091603053,1,0,2470992,0
263,12,Sunday,GraphVideo,positive,3782,False,157,43125,14.38022813688213,163.97338403041826,0.596958174904943,3,4,2470992,0
263,12,Sunday,GraphImage,neutral,19197,False,963,0,72.99239543726236,0,3.661596958174905,2,0,2470992,0
263,12,Sunday,GraphImage,negative,12549,False,468,0,47.7148288973384,0,1.779467680608365,1,0,2470992,0
264,11,Sunday,GraphSidecar,positive,5539,False,0,0,20.981060606060606,0,0.0,0,2,2470992,0
265,11,Sunday,GraphVideo,neutral,70324,False,16306,382771,265.3735849056604,1444.4188679245283,61.532075471698114,0,0,2470992,0
265,10,Sunday,GraphImage,neutral,10673,False,925,0,40.27547169811321,0,3.490566037735849,1,0,2470992,0
266,9,Sunday,GraphVideo,neutral,2430,False,130,40266,9.135338345864662,151.37593984962405,0.48872180451127817,2,0,2470992,0
266,9,Sunday,GraphImage,negative,9651,False,810,0,36.28195488721804,0,3.045112781954887,0,0,2470992,0
267,9,Sunday,GraphImage,neutral,29603,False,5725,0,110.87265917602996,0,21.44194756554307,0,0,2470992,0
268,8,Sunday,GraphVideo,neutral,2481,False,0,60447,9.257462686567164,225.54850746268656,0.0,0,4,2470992,0
268,8,Sunday,GraphImage,neutral,19059,False,2019,0,71.11567164179104,0,7.5335820895522385,1,0,2470992,0
268,7,Sunday,GraphVideo,neutral,50233,False,2476,303239,187.4365671641791,1131.4888059701493,9.238805970149254,1,0,2470992,0
269,6,Sunday,GraphVideo,positive,5586,False,403,109914,20.765799256505577,408.6022304832714,1.4981412639405205,0,2,2470992,0
269,6,Sunday,GraphImage,negative,13978,False,1700,0,51.962825278810406,0,6.319702602230484,0,0,2470992,0
270,6,Sunday,GraphSidecar,negative,28406,False,2064,0,105.2074074074074,0,7.644444444444445,0,0,2470992,0
270,5,Sunday,GraphVideo,positive,20373,False,2613,216976,75.45555555555555,803.6148148148148,9.677777777777777,0,1,2470992,0
271,5,Sunday,GraphImage,neutral,19563,False,2456,0,72.18819188191883,0,9.062730627306273,2,0,2470992,0
271,4,Sunday,GraphImage,positive,24977,False,1852,0,92.1660516605166,0,6.833948339483395,2,0,2470992,0
278,21,Saturday,GraphImage,neutral,1507,True,0,0,5.420863309352518,0,0.0,2,1,2470992,0
279,20,Saturday,GraphSidecar,neutral,4805,True,168,0,17.22222222222222,0,0.6021505376344086,0,2,2470992,0
280,20,Saturday,GraphImage,negative,12481,False,2373,0,44.575,0,8.475,1,0,2470992,0
280,19,Saturday,GraphSidecar,positive,16931,False,2209,0,60.46785714285714,0,7.889285714285714,2,0,2470992,0
281,18,Saturday,GraphSidecar,positive,16399,False,1104,0,58.35943060498221,0,3.9288256227758005,2,2,2470992,0
281,18,Saturday,GraphVideo,neutral,10818,False,725,183913,38.49822064056939,654.4946619217081,2.580071174377224,1,0,2470992,0
282,18,Saturday,GraphImage,negative,16639,False,2693,0,59.00354609929078,0,9.549645390070921,2,0,2470992,0
283,17,Saturday,GraphSidecar,positive,2875,True,0,0,10.159010600706713,0,0.0,0,1,2470992,0
283,17,Saturday,GraphImage,negative,16389,False,3365,0,57.91166077738516,0,11.890459363957596,2,0,2470992,0
283,16,Saturday,GraphImage,positive,23196,False,693,0,81.96466431095406,0,2.4487632508833923,1,0,2470992,0
284,15,Saturday,GraphSidecar,positive,5712,False,131,0,20.112676056338028,0,0.4612676056338028,1,6,2470992,0
284,15,Saturday,GraphImage,neutral,17361,False,1221,0,61.13028169014085,0,4.299295774647887,1,0,2470992,0
285,15,Saturday,GraphVideo,neutral,20916,False,2427,227022,73.38947368421053,796.5684210526316,8.51578947368421,2,1,2470992,0
286,14,Saturday,GraphVideo,neutral,3851,True,45,90049,13.465034965034965,314.85664335664336,0.15734265734265734,0,3,2470992,0
286,14,Saturday,GraphImage,neutral,10556,False,1678,0,36.90909090909091,0,5.8671328671328675,0,0,2470992,0
286,13,Saturday,GraphImage,neutral,19117,False,2017,0,66.84265734265735,0,7.0524475524475525,1,0,2470992,0
287,12,Saturday,GraphSidecar,neutral,10533,False,202,0,36.70034843205575,0,0.7038327526132404,1,1,2470992,0
287,12,Saturday,GraphVideo,neutral,17366,False,2532,191197,60.508710801393725,666.1916376306621,8.822299651567944,0,0,2470992,0
288,12,Saturday,GraphVideo,neutral,24089,False,1859,226217,83.64236111111111,785.4756944444445,6.454861111111111,0,0,2470992,0
289,11,Saturday,GraphVideo,positive,1923,True,0,24393,6.653979238754325,84.40484429065744,0.0,0,0,2470992,0
289,11,Saturday,GraphImage,negative,7807,False,369,0,27.013840830449826,0,1.2768166089965398,0,0,2470992,0
289,10,Saturday,GraphVideo,positive,15269,False,1316,208816,52.83391003460208,722.5467128027682,4.553633217993079,1,0,2470992,0
289,10,Saturday,GraphVideo,negative,53534,False,5418,272857,185.23875432525952,944.1418685121107,18.747404844290656,0,1,2470992,0
290,9,Saturday,GraphVideo,negative,20170,False,3582,243876,69.55172413793103,840.951724137931,12.351724137931035,1,0,2470992,0
290,9,Saturday,GraphImage,negative,8121,False,536,0,28.00344827586207,0,1.8482758620689654,0,0,2470992,0
291,8,Saturday,GraphVideo,neutral,3476,True,103,46391,11.945017182130584,159.4192439862543,0.3539518900343643,2,19,2470992,0
292,8,Saturday,GraphImage,negative,8233,False,1542,0,28.195205479452056,0,5.280821917808219,0,0,2470992,0
292,7,Saturday,GraphVideo,neutral,24630,False,2392,255173,84.34931506849315,873.8801369863014,8.191780821917808,0,1,2470992,0
293,6,Saturday,GraphVideo,positive,9908,False,500,126349,33.815699658703075,431.22525597269623,1.7064846416382253,3,8,2470992,0
293,6,Saturday,GraphImage,neutral,10075,False,508,0,34.38566552901024,0,1.733788395904437,0,0,2470992,0
293,6,Saturday,GraphImage,neutral,13731,False,1300,0,46.863481228668945,0,4.436860068259386,0,0,2470992,0
294,5,Saturday,GraphVideo,positive,1552,False,41,26367,5.27891156462585,89.68367346938776,0.13945578231292516,6,0,2470992,0
294,5,Saturday,GraphImage,neutral,16074,False,670,0,54.673469387755105,0,2.2789115646258504,0,0,2470992,0
295,5,Saturday,GraphImage,neutral,56099,False,8099,0,190.16610169491526,0,27.454237288135594,2,0,2470992,0
301,22,Friday,GraphImage,neutral,1462,True,0,0,4.857142857142857,0,0.0,2,1,2470992,0
302,21,Friday,GraphVideo,neutral,4039,True,144,47680,13.374172185430464,157.88079470198676,0.4768211920529801,0,9,2470992,0
303,21,Friday,GraphImage,positive,28534,False,9696,0,94.17161716171617,0,32.0,1,0,2470992,0
303,20,Friday,GraphImage,positive,17604,False,2657,0,58.0990099009901,0,8.768976897689768,1,0,2470992,0
304,19,Friday,GraphSidecar,positive,12848,False,2594,0,42.26315789473684,0,8.532894736842104,0,4,2470992,0
304,19,Friday,GraphImage,negative,64694,False,4122,0,212.80921052631578,0,13.55921052631579,2,0,2470992,0
304,19,Friday,GraphImage,neutral,13123,False,643,0,43.16776315789474,0,2.1151315789473686,2,0,2470992,0
305,18,Friday,GraphVideo,positive,2253,True,61,43061,7.386885245901639,141.18360655737706,0.2,0,5,2470992,0
305,18,Friday,GraphImage,negative,10414,False,1506,0,34.144262295081965,0,4.937704918032787,0,0,2470992,0
306,18,Friday,GraphVideo,neutral,51616,False,4700,337692,168.6797385620915,1103.5686274509803,15.359477124183007,2,0,2470992,0
306,18,Friday,GraphSidecar,neutral,2311,True,119,0,7.552287581699346,0,0.3888888888888889,0,6,2470992,0
307,17,Friday,GraphImage,neutral,27793,False,2723,0,90.53094462540717,0,8.86970684039088,0,0,2470992,0
307,16,Friday,GraphSidecar,neutral,11794,False,1784,0,38.416938110749186,0,5.811074918566775,3,0,2470992,0
308,15,Friday,GraphVideo,positive,1352,True,55,21410,4.3896103896103895,69.51298701298701,0.17857142857142858,1,2,2470992,0
308,15,Friday,GraphSidecar,negative,23428,False,2307,0,76.06493506493507,0,7.490259740259741,0,0,2470992,0
308,15,Friday,GraphVideo,negative,16660,False,913,195505,54.09090909090909,634.7564935064935,2.9642857142857144,0,0,2470992,0
310,14,Friday,GraphSidecar,positive,2223,True,0,0,7.170967741935484,0,0.0,0,3,2470992,0
310,14,Friday,GraphVideo,neutral,56619,False,2676,306181,182.64193548387098,987.6806451612903,8.63225806451613,2,0,2470992,0
310,13,Friday,GraphImage,neutral,13851,False,925,0,44.68064516129032,0,2.9838709677419355,0,0,2470992,0
311,12,Friday,GraphSidecar,neutral,14585,False,2347,0,46.89710610932476,0,7.546623794212219,0,0,2470992,0
311,12,Friday,GraphImage,neutral,7922,False,349,0,25.472668810289388,0,1.1221864951768488,0,0,2470992,0
